Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2026-04-20 09:15:00+05:30,1364.699951171875,1371.9000244140625,1358.5999755859375,1371.4000244140625,1817903,0.0,0.0
2026-04-20 09:30:00+05:30,1371.5,1376.0,1368.0,1369.9000244140625,2523285,0.0,0.0
2026-04-20 09:45:00+05:30,1370.0999755859375,1371.4000244140625,1365.0,1366.5999755859375,756737,0.0,0.0
2026-04-20 10:00:00+05:30,1366.5999755859375,1373.4000244140625,1365.0,1373.0,841622,0.0,0.0
2026-04-20 15:00:00+05:30,1346.800048828125,1358.0999755859375,1346.800048828125,1357.4000244140625,12685211,0.0,0.0
2026-04-20 15:15:00+05:30,1357.4000244140625,1357.800048828125,1353.0,1354.300048828125,1207938,0.0,0.0
2026-04-21 09:15:00+05:30,1362.800048828125,1379.800048828125,1362.199951171875,1368.300048828125,871636,0.0,0.0
2026-04-21 09:30:00+05:30,1368.300048828125,1369.4000244140625,1366.0,1367.9000244140625,408433,0.0,0.0
2026-04-21 09:45:00+05:30,1367.9000244140625,1370.800048828125,1367.199951171875,1370.5,1177513,0.0,0.0
2026-04-21 10:00:00+05:30,1371.0999755859375,1372.0999755859375,1370.699951171875,1372.0,458529,0.0,0.0
2026-04-21 10:15:00+05:30,1371.9000244140625,1374.4000244140625,1371.5999755859375,1374.4000244140625,461170,0.0,0.0
2026-04-21 10:30:00+05:30,1374.5,1381.699951171875,1374.4000244140625,1380.5,1331079,0.0,0.0
2026-04-21 10:45:00+05:30,1380.0,1381.9000244140625,1377.300048828125,1380.4000244140625,427447,0.0,0.0
2026-04-21 11:00:00+05:30,1380.800048828125,1382.9000244140625,1380.0,1381.9000244140625,648456,0.0,0.0
2026-04-21 11:15:00+05:30,1382.0,1382.699951171875,1380.9000244140625,1381.9000244140625,205456,0.0,0.0
2026-04-21 11:30:00+05:30,1381.5999755859375,1381.9000244140625,1380.0,1380.300048828125,518884,0.0,0.0
2026-04-21 11:45:00+05:30,1380.300048828125,1381.9000244140625,1380.0,1381.4000244140625,329811,0.0,0.0
2026-04-21 12:00:00+05:30,1381.4000244140625,1383.199951171875,1356.199951171875,1382.0,339649,0.0,0.0
2026-04-21 12:15:00+05:30,1382.0,1383.0,1380.5,1381.0999755859375,330505,0.0,0.0
2026-04-21 12:30:00+05:30,1381.199951171875,1384.9000244140625,1381.0,1383.699951171875,905155,0.0,0.0
2026-04-21 12:45:00+05:30,1383.699951171875,1385.9000244140625,1382.199951171875,1384.300048828125,667226,0.0,0.0
2026-04-21 13:00:00+05:30,1384.300048828125,1386.9000244140625,1383.699951171875,1386.5,449151,0.0,0.0
2026-04-21 13:15:00+05:30,1386.5,1388.0,1385.0,1387.300048828125,617844,0.0,0.0
2026-04-21 13:30:00+05:30,1387.199951171875,1388.5999755859375,1386.699951171875,1387.0,890855,0.0,0.0
2026-04-21 13:45:00+05:30,1387.0,1390.699951171875,1386.0999755859375,1387.699951171875,1001508,0.0,0.0
2026-04-21 14:00:00+05:30,1387.800048828125,1388.199951171875,1382.699951171875,1385.300048828125,1045918,0.0,0.0
2026-04-21 14:15:00+05:30,1385.300048828125,1389.199951171875,1385.0,1388.800048828125,887621,0.0,0.0
2026-04-21 14:30:00+05:30,1388.5999755859375,1389.199951171875,1386.5999755859375,1386.9000244140625,500910,0.0,0.0
2026-04-21 14:45:00+05:30,1386.9000244140625,1389.9000244140625,1386.4000244140625,1389.199951171875,520117,0.0,0.0
2026-04-21 15:00:00+05:30,1389.300048828125,1392.300048828125,1384.0,1389.199951171875,5495431,0.0,0.0
2026-04-21 15:15:00+05:30,1389.699951171875,1390.9000244140625,1384.0999755859375,1388.4000244140625,1436676,0.0,0.0
2026-04-22 09:15:00+05:30,1379.0,1379.0,1370.199951171875,1370.699951171875,434936,0.0,0.0
2026-04-22 09:30:00+05:30,1370.9000244140625,1371.0,1368.300048828125,1368.300048828125,612667,0.0,0.0
2026-04-22 09:45:00+05:30,1368.300048828125,1370.5999755859375,1366.199951171875,1366.199951171875,1128288,0.0,0.0
2026-04-22 10:00:00+05:30,1366.0,1368.199951171875,1365.0,1368.199951171875,348401,0.0,0.0
